Pt (#),T (s),Vf (V),I_m (A),V_u (V),Pwr (W),Sig (V),Ach (V),Temp (degC),IE RG (#),Over (bits)
416,2085,9.28038E-001,-2.00E+00,0.00000E+000,-1.86E+00,-2.00E+00,-5.95E-05,-3.28E+02,12,..........a
417,2090,9.25282E-001,-2.00E+00,0.00000E+000,-1.85E+00,-2.00E+00,-6.38E-05,-3.28E+02,12,..........a
418,2095,9.22466E-001,-2.00E+00,0.00000E+000,-1.85E+00,-2.00E+00,-6.48E-05,-3.28E+02,12,..........a
419,2100,9.19633E-001,-2.00E+00,0.00000E+000,-1.84E+00,-2.00E+00,-6.11E-05,-3.28E+02,12,..........a
420,2105,9.16724E-001,-2.00E+00,0.00000E+000,-1.83E+00,-2.00E+00,-6.02E-05,-3.28E+02,12,..........a
421,2110,9.13728E-001,-2.00E+00,0.00000E+000,-1.83E+00,-2.00E+00,-6.10E-05,-3.28E+02,12,..........a
422,2115,9.10648E-001,-2.00E+00,0.00000E+000,-1.82E+00,-2.00E+00,-6.23E-05,-3.28E+02,12,..........a
423,2120,9.07510E-001,-2.00E+00,0.00000E+000,-1.82E+00,-2.00E+00,-6.17E-05,-3.28E+02,12,..........a
424,2125,9.04339E-001,-2.00E+00,0.00000E+000,-1.81E+00,-2.00E+00,-5.86E-05,-3.28E+02,12,..........a
425,2130,9.01052E-001,-2.00E+00,0.00000E+000,-1.80E+00,-2.00E+00,-5.87E-05,-3.28E+02,12,..........a
426,2135,8.97687E-001,-2.00E+00,0.00000E+000,-1.80E+00,-2.00E+00,-5.82E-05,-3.28E+02,12,..........a
427,2140,8.94243E-001,-2.00E+00,0.00000E+000,-1.79E+00,-2.00E+00,-5.98E-05,-3.28E+02,12,..........a
428,2145,8.90736E-001,-2.00E+00,0.00000E+000,-1.78E+00,-2.00E+00,-6.12E-05,-3.28E+02,12,..........a
429,2150,8.87105E-001,-2.00E+00,0.00000E+000,-1.78E+00,-2.00E+00,-5.91E-05,-3.28E+02,12,..........a
430,2155,8.83356E-001,-2.00E+00,0.00000E+000,-1.77E+00,-2.00E+00,-6.08E-05,-3.28E+02,12,..........a
431,2160,8.79511E-001,-2.00E+00,0.00000E+000,-1.76E+00,-2.00E+00,-6.05E-05,-3.28E+02,12,..........a
432,2165,8.75573E-001,-2.00E+00,0.00000E+000,-1.75E+00,-2.00E+00,-6.01E-05,-3.28E+02,12,..........a
433,2170,8.71580E-001,-2.00E+00,0.00000E+000,-1.74E+00,-2.00E+00,-6.11E-05,-3.28E+02,12,..........a
434,2175,8.67459E-001,-2.00E+00,0.00000E+000,-1.74E+00,-2.00E+00,-6.62E-05,-3.28E+02,12,..........a
435,2180,8.63159E-001,-2.00E+00,0.00000E+000,-1.73E+00,-2.00E+00,-6.24E-05,-3.28E+02,12,..........a
436,2185,8.58763E-001,-2.00E+00,0.00000E+000,-1.72E+00,-2.00E+00,-6.04E-05,-3.28E+02,12,..........a
437,2190,8.54301E-001,-2.00E+00,0.00000E+000,-1.71E+00,-2.00E+00,-6.40E-05,-3.28E+02,12,..........a
438,2195,8.49673E-001,-2.00E+00,0.00000E+000,-1.70E+00,-2.00E+00,-6.59E-05,-3.28E+02,12,..........a
439,2200,8.44906E-001,-2.00E+00,0.00000E+000,-1.69E+00,-2.00E+00,-6.36E-05,-3.28E+02,12,..........a
440,2205,8.39989E-001,-2.00E+00,0.00000E+000,-1.68E+00,-2.00E+00,-6.45E-05,-3.28E+02,12,..........a
441,2210,8.34909E-001,-2.00E+00,0.00000E+000,-1.67E+00,-2.00E+00,-5.88E-05,-3.28E+02,12,..........a
442,2215,8.29691E-001,-2.00E+00,0.00000E+000,-1.66E+00,-2.00E+00,-6.18E-05,-3.28E+02,12,..........a
443,2220,8.24255E-001,-2.00E+00,0.00000E+000,-1.65E+00,-2.00E+00,-6.49E-05,-3.28E+02,12,..........a
444,2225,8.18644E-001,-2.00E+00,0.00000E+000,-1.64E+00,-2.00E+00,-6.35E-05,-3.28E+02,12,..........a
445,2230,8.12848E-001,-2.00E+00,0.00000E+000,-1.63E+00,-2.00E+00,-6.19E-05,-3.28E+02,12,..........a
446,2235,8.06892E-001,-2.00E+00,0.00000E+000,-1.61E+00,-2.00E+00,-6.09E-05,-3.28E+02,12,..........a
447,2240,8.00695E-001,-2.00E+00,0.00000E+000,-1.60E+00,-2.00E+00,-6.09E-05,-3.28E+02,12,..........a
448,2245,7.94289E-001,-2.00E+00,0.00000E+000,-1.59E+00,-2.00E+00,-6.07E-05,-3.28E+02,12,..........a
449,2250,7.87656E-001,-2.00E+00,0.00000E+000,-1.58E+00,-2.00E+00,-5.71E-05,-3.28E+02,12,..........a
450,2255,7.80760E-001,-2.00E+00,0.00000E+000,-1.56E+00,-2.00E+00,-5.80E-05,-3.28E+02,12,..........a
451,2260,7.73573E-001,-2.00E+00,0.00000E+000,-1.55E+00,-2.00E+00,-5.90E-05,-3.28E+02,12,..........a
452,2265,7.66047E-001,-2.00E+00,0.00000E+000,-1.53E+00,-2.00E+00,-6.01E-05,-3.28E+02,12,..........a
453,2270,7.58168E-001,-2.00E+00,0.00000E+000,-1.52E+00,-2.00E+00,-5.70E-05,-3.28E+02,12,..........a
454,2275,7.49964E-001,-2.00E+00,0.00000E+000,-1.50E+00,-2.00E+00,-5.39E-05,-3.28E+02,12,..........a
455,2280,7.41451E-001,-2.00E+00,0.00000E+000,-1.48E+00,-2.00E+00,-5.79E-05,-3.28E+02,12,..........a
456,2285,7.32472E-001,-2.00E+00,0.00000E+000,-1.47E+00,-2.00E+00,-5.49E-05,-3.28E+02,12,..........a
457,2290,7.22955E-001,-2.00E+00,0.00000E+000,-1.45E+00,-2.00E+00,-5.53E-05,-3.28E+02,12,..........a
458,2295,7.12902E-001,-2.00E+00,0.00000E+000,-1.43E+00,-2.00E+00,-5.35E-05,-3.28E+02,12,..........a
459,2300,7.02364E-001,-2.00E+00,0.00000E+000,-1.41E+00,-2.00E+00,-5.56E-05,-3.28E+02,12,..........a
460,2305,6.91121E-001,-2.00E+00,0.00000E+000,-1.38E+00,-2.00E+00,-5.20E-05,-3.28E+02,12,..........a
461,2310,6.79059E-001,-2.00E+00,0.00000E+000,-1.36E+00,-2.00E+00,-5.40E-05,-3.28E+02,12,..........a
462,2315,6.66049E-001,-2.00E+00,0.00000E+000,-1.33E+00,-2.00E+00,-5.32E-05,-3.28E+02,12,..........a
463,2320,6.52079E-001,-2.00E+00,0.00000E+000,-1.30E+00,-2.00E+00,-5.60E-05,-3.28E+02,12,..........a
464,2325,6.37100E-001,-2.00E+00,0.00000E+000,-1.27E+00,-2.00E+00,-5.36E-05,-3.28E+02,12,..........a
465,2330,6.20742E-001,-2.00E+00,0.00000E+000,-1.24E+00,-2.00E+00,-5.34E-05,-3.28E+02,12,..........a
466,2335,6.02575E-001,-2.00E+00,0.00000E+000,-1.21E+00,-2.00E+00,-5.30E-05,-3.28E+02,12,..........a
467,2340,5.82776E-001,-2.00E+00,0.00000E+000,-1.17E+00,-2.00E+00,-5.31E-05,-3.28E+02,12,..........a
468,2345,5.61253E-001,-2.00E+00,0.00000E+000,-1.12E+00,-2.00E+00,-5.79E-05,-3.28E+02,12,..........a
469,2350,5.37245E-001,-2.00E+00,0.00000E+000,-1.07E+00,-2.00E+00,-5.84E-05,-3.28E+02,12,..........a
470,2353.25,5.15365E-001,-2.00E+00,0.00000E+000,-1.03E+00,-2.00E+00,-5.57E-05,-3.28E+02,12,..........a
